,StartTime,RunTime,Query
0,2018-05-04 17:01:21.076676,1138.57,"select name0,year0 from wine_test_111 group by name0, year0"
1,2018-05-04 17:01:21.077274,4571.518,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
2,2018-05-04 17:01:24.395941,5007.55,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
3,2018-05-04 17:01:28.391143,4301.069,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
4,2018-05-04 17:01:32.393074,4183.558,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
5,2018-05-04 17:01:36.410927,4324.455,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
6,2018-05-04 17:01:40.390166,4224.096,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
7,2018-05-04 17:01:44.427857,4230.656,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
8,2018-05-04 17:01:48.509365,4230.44,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
9,2018-05-04 17:01:52.417380,4203.225,"select  t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3 from wine_test_111 as t1 inner join wine_test_112 as t2 on t1.id = t2.id where t1.year0 = 2009 and t2.country0 = 'Italy' and t1.id < 300000 Group by t1.name0,  t1.year0,  t2.grapes0,  t2.country0,  t2.region0, t2.picture0,  t2.name1,  t2.year1,  t2.grapes1,  t2.country1,  t2.region1,  t2.picture1,  t2.name2,  t2.year2,  t2.grapes2,  t2.country2,  t2.region2,  t2.picture2,  t2.name3,  t2.year3,  grapes3, t2.country3,  t2.region3,  t2.picture3"
